Key,Description,en,ja
f45-quickFlight_f45_quickMission1_b0,Text from a mission briefing.,"You are stationed at small FARP (forward arming and refueling point) near an enemy airbase.  Unfortunately, you only have enough supplies for one last sortie, and it's a tough one.",あなたは敵の航空基地近くの小型の前方作戦基地（FARP）にいる。 残念ながらここには最後の一撃をするのに十分な物資があるだけで、まだ大変なことになっている。
f45-quickFlight_f45_quickMission1_b1,Text from a mission briefing.,"The mission is to destroy 3 enemy weapon caches.  We don't know exactly where they are, but they are most likely near air defenses.  Based on their radar emissions, we have estimated the positions of 4 sites.  The caches may all be at one site, or spread out between them.",ミッションは、敵の武器キャッシュを3つ破壊することである。 正確な場所は判明していないが、おそらく防空施設の近くにあるはずだ。彼らのレーダー放射をもとに、4つの可能性のある場所を推定した。キャッシュはすべて一箇所にある場合もあれば、それらの間に散らばっている場合もある。
f45-quickFlight_f45_quickMission1_b2,Text from a mission briefing.,"You don't have any support on this mission.  No extra fuel, no rearming, no wingmen, nothing.  With scattered SAM sites and numerous enemy air patrols, the odds are stacked against you.  Use stealthy tactics to maneuver around the area and destroy the targets.",このミッションには何のサポートもない。 燃料補給も弾薬補給も僚機も何もない。撒き散らされた対空ミサイルと多数の敵の航空パトロールは全てあなたに不利に働く。ステルス戦術を駆使してエリア内を機動し、ターゲットを破壊せよ
f45-quickFlight_f45_quickMission1_b3,Text from a mission briefing.,"SUMMARY:
Objective:
  - Destroy the 3 weapon caches (supply tents)

Threats:
  - SAMs
  - Patrolling aircraft","摘要
目的：
-武器庫3つを破壊せよ（補給テント）。

脅威：
対空ミサイル
-敵哨戒機"
campaign_arcadeTutorial_name,Name of a campaign.,Tutorials,チュートリアル
campaign_arcadeTutorial_description,Description of a campaign.,Basic tutorials for the AV-42C,基本的なAV-42Cのチュートリアル
arcadeTutorial:tut_gettingStarted_name,Name of a mission.,Getting Started,開始
arcadeTutorial:tut_gettingStarted_description,Description of a mission.,"Cockpit familiarization, start-up procedures.","コックピットやコールドスタートの
プロセスに精通せよ"
arcadeTutorial:tut_weapons1_name,Name of a mission.,Basic Weapons,武器の基本
arcadeTutorial:tut_weapons1_description,Description of a mission.,"Learn how to use the cannon, rockets, and targeting system.","機関砲、ロケット弾、ターゲッ
ティングポッドの狙い方を学ぶ"
arcadeTutorial:verticalFlight1_name,Name of a mission.,AP Vertical Flight,垂直離着陸＆ホバリング
arcadeTutorial:verticalFlight1_description,Description of a mission.,Learn how to use the hover autopilot feature.,オートパイロットホバー機能の使い方
arcadeTutorial:tut_basicFlight_name,Name of a mission.,Basic Flight,飛行の基本
arcadeTutorial:tut_basicFlight_description,Description of a mission.,"Taxi, take off, landing.",地上走行（タキシング）、離陸、着陸
arcadeTutorial_tut_gettingStarted_b0,Text from a mission briefing.,"Today we will be learning how to operate the AV-42C.

The start-up procedure is not very complicated, so let's jump in and get started.","今日はAV-42Cの操作方法を学びます。

コールドスタートのプロセスはそれほど複雑ではありませんので、今から始めましょう。"
arcadeTutorial_tut_weapons1_b0,Text from a mission briefing.,"The AV-42C is capable of equipping various weapons.  Today you will learn how to use the 30mm GAU-8 cannon, and the Hydra-70 unguided rockets.  You will also learn how to find and acquire targets using the TGP.",AV-42Cは様々な武器で武装することができます。 今日は30mmGAU-8砲とヒドラ70無誘導ロケット弾の使い方を学びます。 また、TGPターゲティングポッドを使用して、ターゲットをスポットしてロックする方法も学びます。
arcadeTutorial_verticalFlight1_b0,Text from a mission briefing.,"Vertical flight can be tricky, but by using the hover autopilot, you can take off, hover, and land with ease.",垂直離着陸は厄介なものですが、オートパイロットのホバー機能を利用することで、簡単に離陸、ホバーリング、着地ができます。
campaign_av42c_tutorials_name,Name of a campaign.,AV-42C Tutorials,AV-42Cチュートリアル
campaign_av42c_tutorials_description,Description of a campaign.,Tutorials for the AV-42C,AV-42Cのチュートリアル
av42c_tutorials:tut_av42c_agm_name,Name of a mission.,Air-to-Ground Missiles,空対地ミサイル
av42c_tutorials:tut_av42c_agm_description,Description of a mission.,Learn how to use air-to-ground missiles.,空対地ミサイルの使い方を学びます
AV-42C:av42c_tutorials:tut_av42c_agm:obj_0:name,A mission objective name,AGM Tutorial,空対地ミサイル
AV-42C:av42c_tutorials:tut_av42c_agm:obj_0:info,Mission objective info.,Complete the AGM tutorial.,空対地ミサイルのチュートリアルを完了してください
AV-42C:av42c_tutorials:tut_av42c_agm:obj_1:name,A mission objective name,Destroy Targets A,ターゲットＡを破壊
AV-42C:av42c_tutorials:tut_av42c_agm:obj_1:info,Mission objective info.,Destroy some of the targets around the waypoint using the AGM-114.,ウェイポイントの近くの、いくつかのターゲットを「AGM-114」で破壊してください。
AV-42C:av42c_tutorials:tut_av42c_agm:obj_2:name,A mission objective name,Destroy Targets B,ターゲットＢを破壊
AV-42C:av42c_tutorials:tut_av42c_agm:obj_2:info,Mission objective info.,,次のウェイポイントの近くのいくつかのターゲットを「AGM-65」で破壊してください。
av42c_tutorials:tut_basicFlight_name,Name of a mission.,Basic Flight,飛行の基本
av42c_tutorials:tut_basicFlight_description,Description of a mission.,"Taxi, take off, landing.",地上走行（タキシング）、離陸、着陸
av42c_tutorials:tut_gettingStarted_name,Name of a mission.,Getting Started,開始
av42c_tutorials:tut_gettingStarted_description,Description of a mission.,"Cockpit familiarization, start-up procedures.","コックピットやコールドスタート
のプロセスを確認しましょう"
av42c_tutorials:tut_weapons1_name,Name of a mission.,Basic Weapons,武器の基本
av42c_tutorials:tut_weapons1_description,Description of a mission.,"Learn how to use the cannon, rockets, and targeting system.","機関砲、ロケット弾、ターゲッ
ティングポッドの狙い方を学ぶ"
av42c_tutorials:verticalFlight1_name,Name of a mission.,AP Vertical Flight,垂直離着陸＆ホバリング
av42c_tutorials:verticalFlight1_description,Description of a mission.,Learn how to use the hover autopilot feature.,オートパイロットホバー機能の使い方
av42c_tutorials_tut_av42c_agm_b0,Text from a mission briefing.,"Today, you will learn how to use air-to-ground missiles (AGMs) to destroy armored ground targets.",今日は、空対地ミサイル（AGM）を使って、装甲された地上ターゲットを破壊する方法を学びます。
av42c_tutorials_tut_basicFlight_b0,Text from a mission briefing.,"Learn how to use the virtual flight controls to taxi, take off, and land the AV-42C ""Kestrel"".",A/V-42Cケストレルの地上走行（タクシー）、離陸、着陸をコントロールする方法を学びます。
av42c_tutorials_tut_gettingStarted_b0,Text from a mission briefing.,"Today we will be learning how to operate the AV-42C.

The start-up procedure is not very complicated, so let's jump in and get started.","今日はAV-42Cの操作方法を学びます。

コールドスタートのプロセスはそれほど複雑ではありません。さっそく始めましょう。"
av42c_tutorials_tut_weapons1_b0,Text from a mission briefing.,"The AV-42C is capable of equipping various weapons.  Today you will learn how to use the 30mm GAU-8 cannon, and the Hydra-70 unguided rockets.  You will also learn how to find and acquire targets using the TGP.",AV-42Cは様々な武器で武装することができます。 今日は30mmGAU-8砲とヒドラ70無誘導ロケットの使い方を学びます。 また、TGPターゲティングポッドを使用して、ターゲットをスポットしてロックする方法も学びます。
av42c_tutorials_verticalFlight1_b0,Text from a mission briefing.,"Vertical flight can be tricky, but by using the hover autopilot, you can take off, hover, and land with ease.",垂直離着陸は厄介なものですが、オートパイロットのホバー機能を利用することで、簡単に離陸、ホバーリング、着地ができます。
campaign_fa26b_tutorials_name,Name of a campaign.,FA-26B Tutorials,F/A-26Bチュートリアル
campaign_fa26b_tutorials_description,Description of a campaign.,Built-in tutorials for the F/A-26B.,F/A-26Bの装備チュートリアル
fa26b_tutorials:tut_26_radar_name,Name of a mission.,Radar,レーダー
fa26b_tutorials:tut_26_radar_description,Description of a mission.,"Learn how to use the radar to find, track, and lock onto aircraft.","レーダーを使って航空機に
スポットを当てる、追跡する、
ロックオンの方法を学びます"
